Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1970","1000 tonnes","1093.37"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1971","1000 tonnes","1096.25"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1972","1000 tonnes","1074.03"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1973","1000 tonnes","1128.09"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1974","1000 tonnes","1075.7"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1975","1000 tonnes","969.61"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1976","1000 tonnes","1027.19"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1977","1000 tonnes","999.09"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1978","1000 tonnes","1031.9"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1979","1000 tonnes","909.13"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1980","1000 tonnes","847.84"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1981","1000 tonnes","882.99"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1982","1000 tonnes","912.25"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1983","1000 tonnes","852.04"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1984","1000 tonnes","845.95"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1985","1000 tonnes","898.65"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1986","1000 tonnes","857.72"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1987","1000 tonnes","954.16"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1988","1000 tonnes","946"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1989","1000 tonnes","914.97"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1990","1000 tonnes","817.62"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1991","1000 tonnes","858.87"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1992","1000 tonnes","877.27"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1993","1000 tonnes","936.79"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1994","1000 tonnes","970.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1995","1000 tonnes","1010.6"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1996","1000 tonnes","985.66"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1997","1000 tonnes","1029.31"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1998","1000 tonnes","1067.17"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1999","1000 tonnes","1001.98"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2000","1000 tonnes","914.49"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2001","1000 tonnes","947.52"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2002","1000 tonnes","915.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2003","1000 tonnes","832.85"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2004","1000 tonnes","868.3"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2005","1000 tonnes","850.07"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2006","1000 tonnes","803.24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2007","1000 tonnes","802.06"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2008","1000 tonnes","782.15"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2009","1000 tonnes","777.16"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2010","1000 tonnes","823.04"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2011","1000 tonnes","809.9"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2012","1000 tonnes","844.5"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","2013","1000 tonnes","836.54"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1961","kg","19.82"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1962","kg","20.78"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1963","kg","20.14"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1964","kg","21.55"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1965","kg","21.96"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1966","kg","20.48"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1967","kg","21.3"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1968","kg","21.86"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1969","kg","21.2"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1970","kg","20.94"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1971","kg","19.59"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1972","kg","18.66"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1973","kg","18.7"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1974","kg","17.36"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1975","kg","16.83"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1976","kg","17.8"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1977","kg","17.08"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Fish, Seafood","1978","kg","16.17"
